subj_idx,rank,control_1,context_1,epoch,rt,mood,response,feedback,split_by,q_init,trial,trial_in_block,fmood
3,1,2,27,epoc1,5.21,0,1,0,0,0.5,4,4,med
3,1,2,27,epoc1,2.056,0,1,1,0,0.5,5,5,med
3,1,2,27,epoc1,1.5,0,0,0,0,0.5,6,6,med
3,1,2,27,epoc1,2.897,0,1,1,0,0.5,7,7,med
3,1,2,27,epoc1,2.926,0,1,1,0,0.5,8,8,med
3,1,2,27,epoc1,1.745,0,0,0,0,0.5,9,9,med
3,1,2,27,epoc1,1.775,0,1,1,0,0.5,10,10,med
3,1,2,27,epoc1,1.727,0,1,1,0,0.5,11,11,med
3,1,2,27,epoc1,1.728,0,1,1,0,0.5,12,12,med
3,1,2,27,epoc1,1.587,0,1,0,0,0.5,13,13,med
3,1,2,27,epoc1,2.103,0,1,1,0,0.5,14,14,med
3,1,2,27,epoc1,2.464,0,1,1,0,0.5,15,15,med
3,1,2,27,epoc2,1.963,0,1,0,0,0.5,16,16,med
3,1,2,27,epoc2,1.719,0,1,0,0,0.5,17,17,med
3,1,2,27,epoc2,8.229,0,1,1,0,0.5,18,18,med
3,1,2,27,epoc2,1.681,0,1,1,0,0.5,19,19,med
3,1,2,27,epoc2,1.484,0,1,0,0,0.5,20,20,med
3,1,2,27,epoc2,2.759,0,1,1,0,0.5,21,21,med
3,1,2,27,epoc2,2.03,0,1,0,0,0.5,22,22,med
3,1,2,27,epoc2,1.979,0,1,0,0,0.5,23,23,med
3,1,2,27,epoc2,3.349,0,1,0,0,0.5,24,24,med
3,1,2,27,epoc2,2.39,0,1,0,0,0.5,25,25,med
3,1,2,27,epoc2,3.262,0,1,0,0,0.5,26,26,med
3,1,2,27,epoc2,2.93,0,1,0,0,0.5,27,27,med
3,1,2,27,epoc2,1.975,0,1,0,0,0.5,28,28,med
3,1,2,27,epoc2,2.008,0,1,0,0,0.5,29,29,med
3,1,2,27,epoc2,1.548,0,1,0,0,0.5,30,30,med
3,2,1,-30,epoc1,2.246,2,0,0,0,0.5,31,1,med
3,2,1,-30,epoc1,1.612,2,1,1,0,0.5,32,2,med
3,2,1,-30,epoc1,2.043,2,0,0,0,0.5,33,3,med
3,2,1,-30,epoc1,4.423,2,0,0,0,0.5,34,4,med
3,2,1,-30,epoc1,2.027,2,0,0,0,0.5,35,5,med
3,2,1,-30,epoc1,13.466,2,1,1,0,0.5,36,6,med
3,2,1,-30,epoc1,1.445,2,0,1,0,0.5,37,7,med
3,2,1,-30,epoc1,1.586,2,0,0,0,0.5,38,8,med
3,2,1,-30,epoc1,11.067,2,0,0,0,0.5,39,9,med
3,2,1,-30,epoc1,1.421,2,0,1,0,0.5,40,10,med
3,2,1,-30,epoc1,15,2,0,0,0,0.5,41,11,med
3,2,1,-30,epoc1,1.364,2,0,0,0,0.5,42,12,med
3,2,1,-30,epoc1,3.08,2,0,1,0,0.5,43,13,med
3,2,1,-30,epoc1,1.684,2,0,0,0,0.5,44,14,med
3,2,1,-30,epoc1,1.069,2,0,0,0,0.5,45,15,med
3,2,1,-30,epoc2,1.807,2,0,1,0,0.5,46,16,med
3,2,1,-30,epoc2,1.213,2,0,1,0,0.5,47,17,med
3,2,1,-30,epoc2,0.96,2,0,1,0,0.5,48,18,med
3,2,1,-30,epoc2,1.345,2,0,1,0,0.5,49,19,med
3,2,1,-30,epoc2,1.207,2,0,1,0,0.5,50,20,med
3,2,1,-30,epoc2,1.071,2,0,1,0,0.5,51,21,med
3,2,1,-30,epoc2,0.792,2,0,1,0,0.5,52,22,med
3,2,1,-30,epoc2,0.756,2,0,0,0,0.5,53,23,med
3,2,1,-30,epoc2,1.161,2,0,1,0,0.5,54,24,med
3,2,1,-30,epoc2,0.836,2,0,1,0,0.5,55,25,med
3,2,1,-30,epoc2,1.399,2,0,1,0,0.5,56,26,med
3,2,1,-30,epoc2,0.88,2,0,0,0,0.5,57,27,med
3,2,1,-30,epoc2,1.029,2,0,1,0,0.5,58,28,med
3,2,1,-30,epoc2,0.965,2,0,0,0,0.5,59,29,med
3,2,1,-30,epoc2,1.013,2,0,1,0,0.5,60,30,med
3,3,3,-50,epoc1,2.472,0,1,1,0,0.5,61,1,med
3,3,3,-50,epoc1,1.245,0,1,1,0,0.5,62,2,med
3,3,3,-50,epoc1,1.27,0,1,1,0,0.5,63,3,med
3,3,3,-50,epoc1,0.944,0,1,1,0,0.5,64,4,med
3,3,3,-50,epoc1,0.991,0,1,1,0,0.5,65,5,med
3,3,3,-50,epoc1,1.073,0,1,1,0,0.5,66,6,med
3,3,3,-50,epoc1,0.889,0,1,0,0,0.5,67,7,med
3,3,3,-50,epoc1,1.045,0,1,1,0,0.5,68,8,med
3,3,3,-50,epoc1,0.894,0,1,0,0,0.5,69,9,med
3,3,3,-50,epoc1,0.719,0,1,0,0,0.5,70,10,med
3,3,3,-50,epoc1,2.137,0,1,1,0,0.5,71,11,med
3,3,3,-50,epoc1,0.985,0,1,1,0,0.5,72,12,med
3,3,3,-50,epoc1,1.096,0,1,1,0,0.5,73,13,med
3,3,3,-50,epoc1,1.172,0,1,1,0,0.5,74,14,med
3,3,3,-50,epoc1,1.377,0,1,1,0,0.5,75,15,med
3,3,3,-50,epoc2,1.384,0,1,0,0,0.5,76,16,med
3,3,3,-50,epoc2,1.599,0,1,0,0,0.5,77,17,med
3,3,3,-50,epoc2,1.226,0,1,0,0,0.5,78,18,med
3,3,3,-50,epoc2,0.873,0,1,0,0,0.5,79,19,med
3,3,3,-50,epoc2,1.159,0,1,0,0,0.5,80,20,med
3,3,3,-50,epoc2,0.837,0,1,0,0,0.5,81,21,med
3,3,3,-50,epoc2,1.121,0,1,1,0,0.5,82,22,med
3,3,3,-50,epoc2,1.17,0,1,0,0,0.5,83,23,med
3,3,3,-50,epoc2,1.338,0,1,0,0,0.5,84,24,med
3,3,3,-50,epoc2,1.136,0,1,1,0,0.5,85,25,med
3,3,3,-50,epoc2,0.999,0,1,0,0,0.5,86,26,med
3,3,3,-50,epoc2,1.031,0,1,0,0,0.5,87,27,med
3,3,3,-50,epoc2,1.307,0,1,0,0,0.5,88,28,med
3,3,3,-50,epoc2,0.895,0,1,1,0,0.5,89,29,med
3,3,3,-50,epoc2,0.918,0,1,0,0,0.5,90,30,med
4,1,1,-46,epoc1,5.383,0,0,1,0,0.5,1,1,med
4,1,1,-46,epoc1,1.607,0,0,0,0,0.5,2,2,med
4,1,1,-46,epoc1,1.578,0,0,0,0,0.5,3,3,med
4,1,1,-46,epoc1,1.286,0,0,1,0,0.5,4,4,med
4,1,1,-46,epoc1,1.488,0,0,0,0,0.5,5,5,med
4,1,1,-46,epoc1,3.367,0,0,0,0,0.5,6,6,med
4,1,1,-46,epoc1,1.304,0,0,0,0,0.5,7,7,med
4,1,1,-46,epoc1,1.477,0,0,0,0,0.5,8,8,med
4,1,1,-46,epoc1,1.287,0,0,0,0,0.5,9,9,med
4,1,1,-46,epoc1,1.881,0,0,0,0,0.5,10,10,med
4,1,1,-46,epoc1,1.101,0,0,0,0,0.5,11,11,med
4,1,1,-46,epoc1,1.142,0,0,0,0,0.5,12,12,med
4,1,1,-46,epoc1,0.934,0,0,0,0,0.5,13,13,med
4,1,1,-46,epoc1,0.946,0,0,1,0,0.5,14,14,med
4,1,1,-46,epoc1,1.2,0,0,0,0,0.5,15,15,med
4,1,1,-46,epoc2,1.448,0,0,0,0,0.5,16,16,med
4,1,1,-46,epoc2,0.995,0,0,0,0,0.5,17,17,med
4,1,1,-46,epoc2,2.696,0,0,1,0,0.5,18,18,med
4,1,1,-46,epoc2,1.653,0,0,1,0,0.5,19,19,med
4,1,1,-46,epoc2,1.024,0,0,1,0,0.5,20,20,med
4,1,1,-46,epoc2,1.385,0,0,1,0,0.5,21,21,med
4,1,1,-46,epoc2,1.05,0,0,1,0,0.5,22,22,med
4,1,1,-46,epoc2,1.61,0,0,0,0,0.5,23,23,med
4,1,1,-46,epoc2,1.554,0,0,1,0,0.5,24,24,med
4,1,1,-46,epoc2,0.908,0,0,1,0,0.5,25,25,med
4,1,1,-46,epoc2,1.296,0,0,1,0,0.5,26,26,med
4,1,1,-46,epoc2,0.838,0,0,1,0,0.5,27,27,med
4,1,1,-46,epoc2,0.84,0,0,1,0,0.5,28,28,med
4,1,1,-46,epoc2,1.208,0,0,1,0,0.5,29,29,med
4,1,1,-46,epoc2,1.552,0,0,1,0,0.5,30,30,med
4,2,4,24,epoc1,2.001,-7,1,1,0,0.5,31,1,med
4,2,4,24,epoc1,1.403,-7,1,1,0,0.5,32,2,med
4,2,4,24,epoc1,1.231,-7,1,1,0,0.5,33,3,med
4,2,4,24,epoc1,1.557,-7,1,1,0,0.5,34,4,med
4,2,4,24,epoc1,0.737,-7,1,0,0,0.5,35,5,med
4,2,4,24,epoc1,1.441,-7,0,1,0,0.5,36,6,med
4,2,4,24,epoc1,2.667,-7,0,0,0,0.5,37,7,med
4,2,4,24,epoc1,1.088,-7,1,1,0,0.5,38,8,med
4,2,4,24,epoc1,1.589,-7,1,1,0,0.5,39,9,med
4,2,4,24,epoc1,1.449,-7,1,1,0,0.5,40,10,med
4,2,4,24,epoc1,1.683,-7,1,0,0,0.5,41,11,med
4,2,4,24,epoc1,1.999,-7,0,0,0,0.5,42,12,med
4,2,4,24,epoc1,0.904,-7,1,1,0,0.5,43,13,med
4,2,4,24,epoc1,1.138,-7,1,1,0,0.5,44,14,med
4,2,4,24,epoc1,1.232,-7,1,1,0,0.5,45,15,med
4,2,4,24,epoc2,1.517,-7,1,0,0,0.5,46,16,med
4,2,4,24,epoc2,0.805,-7,0,1,0,0.5,47,17,med
4,2,4,24,epoc2,2.273,-7,0,1,0,0.5,48,18,med
4,2,4,24,epoc2,0.943,-7,0,1,0,0.5,49,19,med
4,2,4,24,epoc2,1.8,-7,0,1,0,0.5,50,20,med
4,2,4,24,epoc2,1.374,-7,0,1,0,0.5,51,21,med
4,2,4,24,epoc2,1.237,-7,0,1,0,0.5,52,22,med
4,2,4,24,epoc2,1.257,-7,0,1,0,0.5,53,23,med
4,2,4,24,epoc2,1.749,-7,0,0,0,0.5,54,24,med
4,2,4,24,epoc2,0.884,-7,1,1,0,0.5,55,25,med
4,2,4,24,epoc2,1.533,-7,1,0,0,0.5,56,26,med
4,2,4,24,epoc2,0.98,-7,0,1,0,0.5,57,27,med
4,2,4,24,epoc2,1.038,-7,0,1,0,0.5,58,28,med
4,2,4,24,epoc2,0.893,-7,0,0,0,0.5,59,29,med
4,2,4,24,epoc2,1.083,-7,1,0,0,0.5,60,30,med
5,1,4,33,epoc1,9.366,-21,1,1,0,0.5,1,1,low
5,1,4,33,epoc1,3.567,-21,1,1,0,0.5,2,2,low
5,1,4,33,epoc1,11.922,-21,1,0,0,0.5,3,3,low
5,1,4,33,epoc1,2.215,-21,1,1,0,0.5,4,4,low
5,1,4,33,epoc1,1.704,-21,1,1,0,0.5,5,5,low
5,1,4,33,epoc1,2.297,-21,1,1,0,0.5,6,6,low
5,1,4,33,epoc1,3,-21,1,1,0,0.5,7,7,low
5,1,4,33,epoc1,2.572,-21,1,0,0,0.5,8,8,low
5,1,4,33,epoc1,3.448,-21,1,1,0,0.5,9,9,low
5,1,4,33,epoc1,2.82,-21,1,1,0,0.5,10,10,low
5,1,4,33,epoc1,10.255,-21,1,1,0,0.5,11,11,low
5,1,4,33,epoc1,1.727,-21,1,0,0,0.5,12,12,low
5,1,4,33,epoc1,1.806,-21,1,1,0,0.5,13,13,low
5,1,4,33,epoc1,2.477,-21,1,1,0,0.5,14,14,low
5,1,4,33,epoc1,2.563,-21,1,1,0,0.5,15,15,low
5,1,4,33,epoc2,2.082,-21,1,1,0,0.5,16,16,low
5,1,4,33,epoc2,2.092,-21,1,0,0,0.5,17,17,low
5,1,4,33,epoc2,1.56,-21,1,0,0,0.5,18,18,low
5,1,4,33,epoc2,2.173,-21,1,0,0,0.5,19,19,low
5,1,4,33,epoc2,1.466,-21,1,0,0,0.5,20,20,low
5,1,4,33,epoc2,2.137,-21,1,0,0,0.5,21,21,low
5,1,4,33,epoc2,1.538,-21,1,1,0,0.5,22,22,low
5,1,4,33,epoc2,1.479,-21,1,0,0,0.5,23,23,low
5,1,4,33,epoc2,1.397,-21,1,0,0,0.5,24,24,low
5,1,4,33,epoc2,1.456,-21,1,0,0,0.5,25,25,low
5,1,4,33,epoc2,1.064,-21,1,0,0,0.5,26,26,low
5,1,4,33,epoc2,1.282,-21,1,0,0,0.5,27,27,low
5,1,4,33,epoc2,1.273,-21,1,0,0,0.5,28,28,low
5,1,4,33,epoc2,1.215,-21,1,0,0,0.5,29,29,low
5,1,4,33,epoc2,1.322,-21,1,1,0,0.5,30,30,low
5,2,3,-21,epoc1,1.696,-30,0,0,0,0.5,31,1,low
5,2,3,-21,epoc1,0.991,-30,0,0,0,0.5,32,2,low
5,2,3,-21,epoc1,1.002,-30,0,1,0,0.5,33,3,low
5,2,3,-21,epoc1,1.275,-30,0,1,0,0.5,34,4,low
5,2,3,-21,epoc1,0.598,-30,1,1,0,0.5,35,5,low
5,2,3,-21,epoc1,0.648,-30,0,0,0,0.5,36,6,low
5,2,3,-21,epoc1,1.015,-30,0,0,0,0.5,37,7,low
5,2,3,-21,epoc1,0.905,-30,1,1,0,0.5,38,8,low
5,2,3,-21,epoc1,0.013,-30,0,0,0,0.5,39,9,low
5,2,3,-21,epoc1,0.182,-30,1,1,0,0.5,40,10,low
5,2,3,-21,epoc1,0.42,-30,0,0,0,0.5,41,11,low
5,2,3,-21,epoc1,0.79,-30,1,1,0,0.5,42,12,low
5,2,3,-21,epoc1,1.384,-30,0,0,0,0.5,43,13,low
5,2,3,-21,epoc1,1.043,-30,0,1,0,0.5,44,14,low
5,2,3,-21,epoc1,0.702,-30,1,1,0,0.5,45,15,low
5,2,3,-21,epoc2,0.798,-30,1,0,0,0.5,46,16,low
5,2,3,-21,epoc2,0.33,-30,0,0,0,0.5,47,17,low
5,2,3,-21,epoc2,0.634,-30,0,0,0,0.5,48,18,low
5,2,3,-21,epoc2,0.068,-30,0,0,0,0.5,49,19,low
5,2,3,-21,epoc2,0.454,-30,1,0,0,0.5,50,20,low
5,2,3,-21,epoc2,0.518,-30,0,0,0,0.5,51,21,low
5,2,3,-21,epoc2,1.838,-30,1,0,0,0.5,52,22,low
5,2,3,-21,epoc2,0.933,-30,1,0,0,0.5,53,23,low
5,2,3,-21,epoc2,1.139,-30,0,1,0,0.5,54,24,low
5,2,3,-21,epoc2,0.798,-30,0,1,0,0.5,55,25,low
5,2,3,-21,epoc2,1.475,-30,0,1,0,0.5,56,26,low
5,2,3,-21,epoc2,1.355,-30,1,0,0,0.5,57,27,low
5,2,3,-21,epoc2,1.586,-30,0,1,0,0.5,58,28,low
5,2,3,-21,epoc2,1.123,-30,1,0,0,0.5,59,29,low
5,2,3,-21,epoc2,0.358,-30,0,0,0,0.5,60,30,low
5,3,4,30,epoc1,4.469,-50,1,0,0,0.5,61,1,low
5,3,4,30,epoc1,1.566,-50,1,1,0,0.5,62,2,low
5,3,4,30,epoc1,1.676,-50,1,1,0,0.5,63,3,low
5,3,4,30,epoc1,1.831,-50,1,1,0,0.5,64,4,low
5,3,4,30,epoc1,1.455,-50,1,1,0,0.5,65,5,low
5,3,4,30,epoc1,1.027,-50,1,1,0,0.5,66,6,low
5,3,4,30,epoc1,1.152,-50,1,1,0,0.5,67,7,low
5,3,4,30,epoc1,1.001,-50,1,1,0,0.5,68,8,low
5,3,4,30,epoc1,2.861,-50,1,0,0,0.5,69,9,low
5,3,4,30,epoc1,1.792,-50,1,1,0,0.5,70,10,low
5,3,4,30,epoc1,1.13,-50,1,1,0,0.5,71,11,low
5,3,4,30,epoc1,1.336,-50,1,1,0,0.5,72,12,low
5,3,4,30,epoc1,0.908,-50,1,1,0,0.5,73,13,low
5,3,4,30,epoc1,0.711,-50,0,1,0,0.5,74,14,low
5,3,4,30,epoc1,1.599,-50,1,1,0,0.5,75,15,low
5,3,4,30,epoc2,2.406,-50,0,0,0,0.5,76,16,low
5,3,4,30,epoc2,1.505,-50,1,0,0,0.5,77,17,low
5,3,4,30,epoc2,7.245,-50,1,0,0,0.5,78,18,low
5,3,4,30,epoc2,1.355,-50,0,1,0,0.5,79,19,low
5,3,4,30,epoc2,1.227,-50,1,0,0,0.5,80,20,low
5,3,4,30,epoc2,1.862,-50,1,0,0,0.5,81,21,low
5,3,4,30,epoc2,2.262,-50,1,0,0,0.5,82,22,low
5,3,4,30,epoc2,1.644,-50,1,0,0,0.5,83,23,low
5,3,4,30,epoc2,1.936,-50,1,0,0,0.5,84,24,low
5,3,4,30,epoc2,1.337,-50,1,0,0,0.5,85,25,low
5,3,4,30,epoc2,1.382,-50,0,1,0,0.5,86,26,low
5,3,4,30,epoc2,2.706,-50,0,1,0,0.5,87,27,low
5,3,4,30,epoc2,1.189,-50,0,0,0,0.5,88,28,low
5,3,4,30,epoc2,1.206,-50,1,0,0,0.5,89,29,low
5,3,4,30,epoc2,3.759,-50,1,1,0,0.5,90,30,low
5,4,5,-21,epoc1,1.151,27,1,1,0,0.5,91,1,high
5,4,5,-21,epoc1,0.238,27,1,1,0,0.5,92,2,high
5,4,5,-21,epoc1,0.062,27,0,0,0,0.5,93,3,high
5,4,5,-21,epoc1,1.293,27,0,0,0,0.5,94,4,high
5,4,5,-21,epoc1,1.649,27,0,0,0,0.5,95,5,high
5,4,5,-21,epoc1,0.142,27,0,0,0,0.5,96,6,high
5,4,5,-21,epoc1,1.316,27,1,1,0,0.5,97,7,high
5,4,5,-21,epoc1,1.351,27,1,0,0,0.5,98,8,high
5,4,5,-21,epoc1,1.358,27,0,0,0,0.5,99,9,high
5,4,5,-21,epoc1,0.591,27,0,0,0,0.5,100,10,high
5,4,5,-21,epoc1,0.722,27,1,0,0,0.5,101,11,high
5,4,5,-21,epoc1,0.615,27,1,1,0,0.5,102,12,high
5,4,5,-21,epoc1,1.171,27,1,1,0,0.5,103,13,high
5,4,5,-21,epoc1,1.051,27,1,1,0,0.5,104,14,high
5,4,5,-21,epoc1,0.485,27,0,1,0,0.5,105,15,high
5,4,5,-21,epoc2,1.522,27,1,0,0,0.5,106,16,high
5,4,5,-21,epoc2,3.134,27,0,1,0,0.5,107,17,high
5,4,5,-21,epoc2,1.302,27,1,0,0,0.5,108,18,high
5,4,5,-21,epoc2,1.149,27,1,0,0,0.5,109,19,high
5,4,5,-21,epoc2,1.318,27,0,0,0,0.5,110,20,high
5,4,5,-21,epoc2,0.991,27,1,1,0,0.5,111,21,high
5,4,5,-21,epoc2,1.009,27,1,0,0,0.5,112,22,high
5,4,5,-21,epoc2,0.273,27,0,0,0,0.5,113,23,high
5,4,5,-21,epoc2,1.279,27,0,1,0,0.5,114,24,high
5,4,5,-21,epoc2,1.5,27,1,0,0,0.5,115,25,high
5,4,5,-21,epoc2,1.016,27,1,0,0,0.5,116,26,high
5,4,5,-21,epoc2,0.909,27,0,1,0,0.5,117,27,high
5,4,5,-21,epoc2,1.058,27,0,1,0,0.5,118,28,high
5,4,5,-21,epoc2,1.853,27,1,0,0,0.5,119,29,high
5,4,5,-21,epoc2,1.917,27,1,1,0,0.5,120,30,high
6,1,2,-20,epoc1,8.569,0,1,1,0,0.5,1,1,med
6,1,2,-20,epoc1,12.84,0,1,1,0,0.5,2,2,med
6,1,2,-20,epoc1,2.43,0,0,0,0,0.5,3,3,med
6,1,2,-20,epoc1,1.108,0,0,1,0,0.5,4,4,med
6,1,2,-20,epoc1,1.792,0,1,1,0,0.5,5,5,med
6,1,2,-20,epoc1,1.102,0,0,1,0,0.5,6,6,med
6,1,2,-20,epoc1,0.832,0,1,1,0,0.5,7,7,med
6,1,2,-20,epoc1,0.941,0,1,1,0,0.5,8,8,med
6,1,2,-20,epoc1,0.66,0,0,1,0,0.5,9,9,med
6,1,2,-20,epoc1,1.657,0,1,1,0,0.5,10,10,med
6,1,2,-20,epoc1,1.888,0,1,1,0,0.5,11,11,med
6,1,2,-20,epoc1,0.928,0,1,1,0,0.5,12,12,med
6,1,2,-20,epoc1,1.165,0,1,1,0,0.5,13,13,med
6,1,2,-20,epoc1,0.772,0,0,0,0,0.5,14,14,med
6,1,2,-20,epoc1,0.937,0,1,1,0,0.5,15,15,med
6,1,2,-20,epoc2,1.055,0,0,1,0,0.5,16,16,med
6,1,2,-20,epoc2,1.232,0,1,0,0,0.5,17,17,med
6,1,2,-20,epoc2,1.236,0,1,1,0,0.5,18,18,med
6,1,2,-20,epoc2,1.524,0,1,0,0,0.5,19,19,med
6,1,2,-20,epoc2,0.918,0,1,0,0,0.5,20,20,med
6,1,2,-20,epoc2,0.927,0,1,0,0,0.5,21,21,med
6,1,2,-20,epoc2,0.924,0,1,1,0,0.5,22,22,med
6,1,2,-20,epoc2,0.6,0,0,1,0,0.5,23,23,med
6,1,2,-20,epoc2,0.412,0,1,0,0,0.5,24,24,med
6,1,2,-20,epoc2,3.898,0,0,1,0,0.5,25,25,med
6,1,2,-20,epoc2,1.708,0,1,0,0,0.5,26,26,med
