user_id,sias_1,sias_2,sias_3,sias_4,sias_5,sias_6,sias_7,sias_8,sias_9,sias_10,sias_11,sias_12,sias_13,sias_14,sias_15,sias_16,sias_17,sias_18,sias_19
3888185906,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2
3395927320,2,1,2,1,1,1,1,4,2,3,2,2,2,2,1,2,2,2,3
3491070201,3,1,1,1,2,2,1,4,1,3,3,2,2,2,2,2,2,2,3
3334297641,2,1,3,1,1,2,1,3,1,4,1,2,2,1,1,1,3,2,3
3925598264,3,3,3,2,4,3,2,1,2,3,4,1,3,4,3,4,4,3,3
3331478533,3,2,3,3,3,3,4,4,3,2,4,4,4,4,3,4,4,4,4
3888281971,4,3,1,2,3,3,3,2,3,3,4,3,3,3,3,3,3,3,5
3421895411,2,2,2,2,4,3,2,2,2,3,3,1,1,3,3,2,2,2,3
3467014707,4,2,2,3,4,3,4,4,4,2,4,3,3,5,4,4,4,4,5
3277379787,1,2,2,2,1,2,1,3,3,2,2,2,2,3,2,2,3,3,2
3920884364,3,2,2,1,2,2,1,4,2,4,2,3,2,2,1,2,3,2,4
3662258943,2,2,3,1,1,3,4,4,2,1,4,2,3,5,2,5,5,3,5
3311506647,3,2,1,1,2,2,2,3,2,3,5,1,3,3,2,4,5,2,4
3928102467,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,2,3,2
3348921243,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
3423315515,2,2,2,1,2,2,2,4,2,3,3,2,2,3,2,2,1,2,3
3475648095,3,1,2,1,1,2,2,3,2,4,2,3,2,2,2,2,2,2,2
3318207859,2,4,3,2,1,2,2,3,3,2,2,3,4,3,3,3,3,2,3
3394341908,2,1,2,1,1,1,1,5,1,5,2,1,1,1,1,2,1,1,1
3490815665,3,2,3,2,1,2,1,3,3,2,2,2,2,2,2,2,2,2,3
3271273161,4,2,3,2,2,3,2,3,2,3,3,2,3,3,3,3,3,2,4
3493727344,2,2,3,1,1,2,2,2,1,4,2,2,2,2,2,2,2,2,1
3492432569,5,3,4,2,3,4,4,2,3,2,4,3,2,3,4,4,3,3,3
3311815277,5,3,1,5,5,5,5,1,4,2,5,5,5,4,5,5,5,5,5
3662895706,5,4,4,2,4,5,4,2,2,4,5,5,5,4,4,4,3,3,5
3669722811,2,4,5,2,2,1,2,3,1,4,2,2,1,2,3,3,5,1,3
3806823362,3,2,2,2,1,2,1,3,2,3,2,3,1,2,3,1,2,3,4
3703258744,3,2,4,3,2,2,2,3,3,2,3,2,2,3,3,2,2,3,4
3385930632,2,2,1,1,2,1,1,3,1,3,1,2,2,1,2,1,2,1,2
3467474349,3,2,1,1,1,1,1,5,1,4,3,2,1,1,1,2,2,1,2
3668615349,1,1,3,1,1,2,1,4,1,4,1,1,1,1,1,1,1,1,2
3493200977,2,1,2,1,1,1,2,1,2,3,2,2,2,2,2,2,2,2,3
3779569933,2,1,1,2,1,1,2,4,1,2,3,1,1,2,1,2,2,1,1
3887744678,3,3,3,2,2,1,1,4,2,3,3,4,4,2,4,3,2,2,5
3383928947,2,1,2,1,1,1,1,3,1,3,2,2,2,2,1,2,1,2,2
3472369691,4,4,3,3,3,4,3,2,2,2,4,3,3,4,3,4,4,3,3
3663995281,3,3,4,3,2,3,2,3,2,2,3,2,2,3,3,3,3,3,3
3313450012,4,3,4,1,2,2,3,4,2,4,2,3,2,2,3,3,3,3,2
3349104292,2,3,1,1,2,3,1,3,1,4,1,1,1,2,2,3,1,1,3
3895555996,2,2,3,1,1,2,2,3,1,3,3,1,2,2,2,2,1,1,2
3883816051,3,1,2,2,2,1,1,3,2,2,3,1,1,2,3,2,3,3,4
3477588121,5,4,4,2,4,4,2,1,3,2,1,1,1,3,2,1,1,2,4
3421018235,4,2,5,2,3,4,3,2,2,3,4,4,4,4,3,4,3,3,4
3280004109,2,2,4,4,2,3,3,2,4,2,4,2,4,4,4,4,3,5,4
3289189898,3,2,3,4,3,4,2,1,3,2,3,1,2,2,2,2,1,3,3
3428948629,3,3,2,1,1,2,2,4,1,3,3,4,2,2,2,2,2,2,3
3458886355,3,2,2,2,2,3,2,3,2,2,4,3,3,4,3,3,3,2,4
3881466599,4,5,2,2,3,4,4,3,4,1,3,3,4,4,3,2,4,4,2
3463723465,3,2,5,2,2,2,2,4,2,3,4,3,3,4,3,4,4,2,3
3342410340,2,2,4,2,2,2,3,3,2,3,3,3,1,4,3,2,2,3,2
3808941373,3,2,2,2,2,2,3,3,3,2,2,2,1,3,3,2,3,2,3
3314389060,2,1,3,2,2,2,3,1,2,2,3,1,1,1,3,3,2,3,1
3494236417,3,2,4,2,2,2,2,2,2,2,4,3,4,4,3,4,3,3,3
3336861167,3,3,3,2,3,2,2,3,2,3,4,4,1,4,2,3,4,1,3
3339582765,2,4,4,2,4,3,3,3,3,2,2,2,2,3,3,2,2,3,3
3391467959,4,2,3,3,3,5,3,3,3,3,3,2,3,5,3,3,5,3,3
3891217212,3,3,4,4,2,3,3,1,4,1,4,3,1,4,4,4,2,4,4
3505065648,3,2,4,3,2,2,2,3,3,4,2,2,4,2,4,3,4,3,4
3921884140,2,2,3,1,1,1,1,3,1,4,2,1,1,2,2,2,3,1,2
3483400286,4,3,2,4,4,4,3,2,3,2,5,2,2,4,4,4,3,3,4
3313233935,3,1,2,3,2,3,2,2,2,3,3,2,2,2,3,3,2,3,3
3664300311,4,3,2,3,4,3,3,2,2,3,3,3,3,3,4,5,3,4,4
3347443867,3,4,3,1,2,1,2,5,1,5,2,1,4,1,2,2,1,1,1
3247822380,4,2,5,2,3,2,2,4,1,4,2,2,1,2,2,1,2,2,2
3319425650,5,4,3,3,3,2,2,2,3,3,5,5,5,5,3,5,5,5,5
3465959424,2,1,4,3,1,1,1,4,2,3,1,1,1,2,1,1,1,1,1
3459372766,3,2,2,3,2,3,2,4,2,3,3,2,1,2,3,3,3,3,3
3334364444,3,4,3,2,2,3,3,3,3,2,4,2,1,4,4,5,4,3,4
3423734900,4,4,1,1,3,1,2,1,2,4,3,5,3,2,2,3,1,2,5
3386008212,3,2,2,1,1,3,2,2,2,2,3,3,4,4,4,3,4,3,4
3487202110,2,1,5,1,1,1,1,5,1,3,1,2,3,2,2,2,3,3,3
3891205133,4,4,5,3,5,4,5,2,5,1,4,4,5,5,5,5,4,4,4
3921625402,5,3,3,2,2,3,3,1,2,2,3,1,3,3,4,4,3,4,4
3450660188,2,3,4,3,1,2,1,4,2,3,3,1,3,2,4,2,1,3,3
3405320767,3,4,3,3,2,3,3,2,3,2,4,2,4,4,4,4,3,4,3
34601046526,3,2,4,2,2,1,2,4,2,3,2,1,2,2,2,2,2,2,2
3285486203,2,2,2,2,3,2,2,3,1,5,2,3,2,2,2,3,4,2,3
3382353432,1,1,4,1,1,2,1,3,2,3,1,1,1,2,2,2,1,1,2
3398621330,2,1,1,1,1,1,1,4,1,4,1,2,1,1,1,1,1,1,1
3347076857,3,1,2,2,1,2,1,4,2,1,4,3,3,3,2,4,2,2,2
3493865607,2,1,3,2,2,1,1,4,2,4,2,3,2,2,2,3,2,1,3
3420547059,4,2,2,1,1,2,1,3,1,4,1,5,2,1,3,4,4,3,2
3339880271,5,2,4,4,4,3,3,3,3,3,5,1,1,5,4,5,5,3,5
3337222747,5,5,5,2,3,3,4,2,2,3,5,2,5,5,5,5,5,4,5
3896211241,1,1,1,1,1,1,1,4,2,3,1,1,1,1,1,1,1,1,2
3667000898,3,3,3,3,3,3,2,2,2,3,4,2,2,3,3,2,3,2,2
3391627654,3,2,2,2,1,3,2,1,3,2,2,2,5,3,4,2,5,3,3
3406882472,2,1,2,1,2,1,1,3,1,4,1,1,1,1,2,1,3,2,2
3338029881,3,1,2,2,1,1,2,3,2,4,2,1,2,3,2,2,3,2,2
3931636103,2,2,2,2,2,2,2,3,2,3,2,1,1,2,2,2,2,1,2
3426549445,3,2,3,2,2,2,2,1,2,2,4,3,1,2,3,3,2,3,2
3463775011,4,4,5,3,3,3,3,3,2,2,3,4,2,3,2,3,2,2,2
3807607123,4,4,3,2,3,2,2,3,2,4,3,3,4,3,3,4,1,1,4
3927302099,3,3,4,3,3,2,3,2,3,2,3,4,4,3,3,3,4,3,3
3771015565,3,4,2,2,3,2,2,3,2,2,4,4,2,4,3,5,3,3,4
3497824506,4,4,3,2,4,4,2,4,3,2,3,4,3,4,4,4,2,5,3
3279312977,3,2,4,4,3,3,3,2,3,2,3,3,2,2,3,3,2,3,3
3388996332,2,3,2,1,1,2,2,3,1,3,4,1,2,3,3,4,4,2,2
3272161067,5,2,3,2,2,2,1,3,2,3,2,2,1,2,2,3,2,2,2
3316198240,3,1,2,1,1,2,2,3,1,3,1,2,2,2,2,1,1,1,3
3358378894,2,3,2,4,3,5,3,2,4,1,4,1,3,4,4,3,4,4,4
3382881255,3,1,2,2,3,3,3,2,3,3,4,2,3,4,4,4,4,4,3
3453934331,3,5,4,4,3,4,4,2,4,2,4,3,2,4,4,4,4,4,4
3208693225,2,2,4,4,5,1,3,5,3,2,5,3,2,4,2,5,5,5,5
3703403724,2,2,1,1,3,4,3,3,3,3,3,2,2,3,3,3,4,3,2
3470115511,5,3,5,2,3,3,1,2,2,3,4,1,5,3,4,3,4,3,4
3401031360,3,2,3,2,4,3,3,3,2,3,3,1,1,3,3,3,3,4,4
3661166007,3,3,3,3,2,2,3,2,2,2,3,3,2,3,3,3,3,3,3
3920921922,3,1,2,1,1,1,1,4,1,4,2,2,1,1,1,2,1,1,2
3335443937,3,2,1,3,3,2,3,1,2,1,4,2,4,3,3,3,2,2,3
3312571418,2,1,5,5,5,5,2,1,5,3,3,5,3,3,3,4,1,3,2
4389943231,2,4,3,4,3,3,4,1,3,2,3,2,3,4,4,3,3,3,2
3492366988,3,5,5,2,2,3,3,4,1,3,5,3,5,2,2,3,3,2,3
3382161024,2,5,3,1,5,2,2,4,2,4,3,5,1,2,2,3,4,2,5
3347892623,2,2,4,2,4,3,2,2,2,3,1,2,2,2,3,1,4,4,4
3427335142,3,2,1,2,2,2,2,3,2,3,4,2,2,3,2,3,3,2,2
3421843835,2,2,2,1,1,1,1,1,1,3,2,2,2,1,2,2,1,2,1
3802426721,2,1,2,1,2,2,3,3,2,3,3,2,2,3,2,4,3,2,3
3451263546,2,1,2,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,2
3911072456,4,5,4,2,3,3,3,3,2,2,4,4,3,3,4,3,3,3,5
3274685227,2,1,2,1,1,1,1,3,2,2,4,2,1,3,2,4,4,3,3
3913468055,4,2,3,3,2,3,2,3,3,2,3,3,3,5,3,3,3,4,4
3426894007,3,4,5,3,2,2,4,2,4,1,5,4,2,3,4,3,3,4,2
3317606566,5,4,4,2,3,2,3,3,3,3,3,4,3,3,3,3,3,2,4
3459300091,3,3,3,2,1,1,1,2,2,3,3,2,1,3,2,3,2,2,3
3396144039,3,1,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,2,3
3662879175,3,1,3,1,1,1,1,4,1,3,2,1,1,1,1,1,1,1,2
3318419640,2,2,3,1,2,3,3,2,2,3,5,3,3,3,3,2,3,3,2
3387752052,3,1,2,1,1,2,2,4,1,3,2,3,2,3,2,3,3,2,1
3716383664,2,1,1,1,1,1,1,3,1,4,3,3,2,2,2,3,3,3,4
3396105812,2,1,4,1,1,2,2,4,2,3,2,2,2,2,2,2,2,2,3
3479146532,3,1,1,1,1,1,1,1,1,4,3,2,2,1,2,2,2,1,2
3703103013,4,2,4,3,4,4,4,3,2,1,3,3,3,3,5,4,3,4,5
3349010634,3,1,2,1,1,1,1,3,1,4,2,1,2,2,2,1,1,1,1
3661375646,3,1,2,1,2,1,2,1,1,4,2,2,1,2,1,3,2,1,2
3401961300,5,1,1,1,1,2,1,3,1,5,4,1,1,2,3,3,3,2,4
3283564346,3,2,3,2,3,2,3,3,2,3,3,4,4,3,3,3,2,2,3
3483232737,1,1,3,2,2,2,2,4,2,4,2,1,4,2,2,2,3,4,2
3772765464,1,2,2,2,2,1,1,2,3,1,2,2,2,2,2,2,2,2,2
3456115892,3,1,2,3,3,3,3,2,2,2,4,3,3,3,4,3,3,3,3
3428976733,4,3,4,2,2,3,3,1,2,3,3,4,2,3,4,2,3,3,3
3394466675,2,2,2,2,2,2,2,3,2,4,3,1,3,3,2,3,3,3,1
3311032316,4,4,5,3,2,2,2,3,2,2,3,4,4,3,3,3,2,3,5
3478294460,3,2,4,3,3,3,3,2,4,4,5,3,3,3,4,4,4,3,5
3395963552,2,3,3,5,4,3,3,3,3,2,3,3,2,4,4,5,4,3,4
3333672280,5,3,3,4,4,4,2,2,4,2,5,2,2,5,4,5,5,5,5
3664548042,4,2,1,2,2,2,2,2,2,3,3,3,3,2,2,2,3,3,3
3282753348,2,2,2,1,1,1,1,4,1,2,2,2,2,2,2,2,1,1,2
3420200692,5,5,2,3,4,4,3,2,3,2,4,4,2,3,4,4,4,5,4
3397350077,3,1,1,2,1,1,1,4,1,4,1,2,2,1,2,1,2,1,2
3483195353,4,3,3,3,2,3,3,2,3,1,3,2,1,3,3,4,3,3,5
3336930797,3,1,1,2,1,1,1,4,1,3,3,1,1,2,2,3,3,1,2
3317545421,2,1,3,1,1,1,1,2,2,3,2,1,1,2,2,3,1,2,2
3467559184,3,2,3,3,3,3,2,2,2,5,2,1,1,2,2,2,2,3,2
3342177251,4,3,1,1,1,1,2,4,1,4,3,1,1,1,1,3,1,1,3
3334971564,4,3,2,2,2,3,2,3,2,3,3,3,4,3,4,3,4,4,4
3311919255,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3
3489927284,4,2,2,2,2,2,2,4,2,3,3,2,4,3,2,3,3,3,3
3458983574,1,2,3,1,1,1,1,3,1,3,1,2,1,2,2,1,3,2,2
3337487200,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,2,2
3892305104,3,3,4,2,2,2,2,2,2,2,4,4,3,4,3,4,4,4,4
3341420106,3,3,4,5,2,3,2,2,3,2,4,1,3,3,4,5,4,4,2
3497763400,4,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,2,3,3
33783670400,2,4,5,2,1,1,1,1,1,3,1,3,3,2,2,2,2,3,2
3925461159,5,4,5,5,5,5,5,1,5,2,5,3,5,5,5,5,5,5,5
3401662999,2,1,2,2,2,3,2,3,1,3,3,2,1,3,3,3,4,4,2
3403943604,3,4,4,2,1,2,1,3,2,3,3,3,2,3,3,2,2,2,4
3806950650,3,4,4,3,1,2,2,2,2,2,3,1,1,2,2,1,3,2,2
3883746006,3,4,2,3,2,4,2,3,2,4,3,1,1,3,3,3,5,3,4
3473918493,3,3,2,4,4,3,3,2,4,2,4,2,5,3,4,2,3,3,5
3485956383,3,2,4,2,2,3,3,3,2,2,4,2,2,4,3,2,3,3,2
3401270582,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2
3478840406,3,2,4,3,2,4,2,3,2,2,3,2,2,3,4,4,1,3,4
3920224683,3,2,1,1,1,2,2,2,1,4,3,2,3,2,2,3,4,2,3
3318067046,2,2,1,1,1,2,2,3,2,3,4,4,4,5,2,4,3,3,4
3387517461,3,5,1,5,1,3,3,2,1,4,1,1,1,1,1,1,1,1,1
3667272818,3,1,4,2,1,2,1,2,2,3,2,1,2,1,2,1,2,3,2
3339796982,2,5,5,2,4,3,3,2,2,3,4,4,1,3,4,3,4,3,4
3774219750,1,1,2,1,1,2,1,3,2,3,2,2,2,2,2,2,3,2,2
3402664341,3,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2
3343693017,3,5,4,2,3,2,3,2,2,3,3,4,2,2,3,3,4,2,4
3427812776,3,1,4,2,3,2,2,2,2,3,4,3,2,3,3,3,4,2,3
3311514507,3,2,5,4,3,3,3,3,2,2,3,4,4,4,3,3,2,2,2
3663707404,4,3,3,3,4,4,3,1,3,2,4,4,2,4,4,4,2,4,5
3347117521,4,2,4,3,3,2,3,3,1,3,2,2,3,3,2,1,2,2,3
3314994466,4,2,5,2,2,3,2,1,2,3,2,4,1,2,3,1,1,2,2
3334542104,1,1,3,1,3,2,3,3,2,5,3,2,5,3,2,2,4,3,2
3452198846,2,2,2,1,1,1,1,3,1,3,1,1,2,2,2,1,2,1,3
3384230549,3,4,5,2,3,2,3,3,2,2,4,3,3,3,3,4,2,3,3
3935500366,2,2,4,2,1,1,1,5,1,4,2,2,2,2,1,2,3,2,3
3664904129,5,4,4,4,3,2,1,4,2,4,2,3,3,2,2,2,2,2,4
3333087407,3,2,2,2,2,2,3,3,2,3,2,2,1,3,3,2,2,3,3
3388833022,3,3,3,4,4,4,3,2,3,3,3,3,4,3,3,3,4,3,3
3486981778,3,4,4,2,3,3,3,2,2,3,3,3,4,4,3,3,2,3,2
3313224759,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,3,5,5
