user_id,nates_1,nates_2,nates_3,nates_4,nates_5,nates_6,nates_7
3891217212,3,1,3,3,1,5,5
3505065648,4,2,1,1,1,3,2
3921884140,4,4,4,3,4,3,4
3483400286,2,2,2,4,4,2,3
3313233935,3,3,4,3,3,2,2
3664300311,2,2,3,3,4,3,3
3347443867,1,2,2,1,2,2,2
3247822380,2,2,1,4,4,2,2
3319425650,2,2,2,1,2,2,3
3465959424,5,5,5,4,2,2,3
3459372766,2,3,2,3,3,2,2
3334364444,2,2,1,2,5,1,2
3423734900,3,2,2,3,4,1,2
3386008212,1,2,2,2,2,3,3
3487202110,1,3,2,3,3,1,2
3891205133,1,2,1,3,3,2,2
3921625402,1,2,1,1,4,2,3
3450660188,4,4,3,4,4,2,2
3405320767,3,3,3,3,4,4,4
34601046526,4,4,2,2,2,2,2
3285486203,4,4,3,3,4,4,5
3382353432,3,1,3,3,5,5,3
3398621330,3,2,4,3,1,3,3
3347076857,3,1,2,2,1,3,3
3493865607,2,4,3,2,1,4,4
3420547059,1,2,1,4,4,3,1
3339880271,3,3,1,1,1,3,2
3337222747,1,1,1,1,2,1,1
3896211241,5,1,5,5,1,3,3
3667000898,4,3,2,3,3,2,4
3391627654,1,4,2,1,4,2,1
3406882472,4,2,3,1,2,2,3
3338029881,1,2,2,2,1,2,2
3931636103,4,4,4,3,3,4,4
3426549445,2,2,3,4,3,3,4
3463775011,2,2,4,3,2,2,2
3807607123,1,1,1,1,3,4,2
3927302099,2,1,1,1,3,2,1
3771015565,2,1,2,3,3,2,2
3497824506,2,1,1,1,2,1,1
3279312977,3,3,4,2,4,3,3
3388996332,3,3,3,2,3,3,3
3272161067,2,2,2,4,3,2,2
3316198240,3,1,4,2,1,2,4
3358378894,2,2,4,2,3,2,2
3382881255,2,1,1,1,4,1,1
3453934331,4,2,2,1,2,2,1
3208693225,4,4,2,4,2,4,4
3703403724,4,4,3,5,5,4,4
3470115511,1,2,1,1,3,1,1
3401031360,2,1,1,2,2,2,2
3661166007,2,2,2,3,2,3,2
3920921922,2,2,3,1,4,3,4
3335443937,1,2,1,2,3,2,1
3312571418,1,1,2,1,5,1,1
4389943231,1,3,2,2,3,1,2
3492366988,1,2,1,1,1,2,1
3382161024,4,2,2,3,4,4,2
3347892623,1,1,1,2,2,2,2
3427335142,5,2,5,1,1,3,3
3421843835,4,3,4,3,4,4,5
3802426721,1,1,1,1,1,1,1
3451263546,3,4,3,1,1,2,3
3911072456,4,4,4,3,4,3,4
3274685227,5,4,2,3,2,3,4
3913468055,2,1,2,1,1,1,2
3426894007,1,2,1,2,4,2,1
3317606566,1,1,2,3,3,2,2
3459300091,1,1,2,1,2,2,2
3396144039,4,2,3,3,1,4,4
3662879175,4,4,4,2,2,2,2
3318419640,4,4,3,2,3,4,4
3387752052,2,3,2,3,4,3,2
3716383664,1,2,1,4,3,2,1
3396105812,3,3,2,2,2,3,3
3479146532,2,4,2,1,4,2,2
3703103013,2,2,2,1,4,2,2
3349010634,1,1,1,1,1,1,1
3661375646,2,1,2,3,2,4,4
3401961300,1,2,2,1,3,2,2
3283564346,3,2,2,4,5,2,2
3483232737,1,1,1,1,2,2,1
3772765464,5,3,3,4,3,4,4
3456115892,1,1,1,1,3,3,3
3428976733,1,1,2,1,2,2,2
3394466675,3,3,3,5,5,4,3
3311032316,1,3,2,2,3,2,2
3478294460,1,1,2,1,2,3,1
3395963552,2,2,3,1,4,4,4
3333672280,1,2,1,2,2,1,1
3664548042,1,1,1,1,1,1,1
3282753348,1,3,1,2,1,1,1
3420200692,2,2,2,2,2,2,2
3397350077,4,4,4,3,4,4,4
3483195353,1,1,1,1,2,1,1
3336930797,2,1,3,1,3,4,3
3317545421,2,4,2,3,1,2,2
3467559184,4,2,2,1,5,1,1
3342177251,1,2,2,1,4,2,2
3334971564,1,1,2,2,3,2,2
3311919255,2,2,2,2,2,2,2
3489927284,3,1,3,2,2,2,2
3458983574,2,2,2,2,3,3,3
3337487200,5,5,5,5,1,4,4
3892305104,1,1,1,1,1,3,1
3341420106,2,3,2,2,3,2,2
3497763400,2,2,2,3,2,1,2
33783670400,3,5,3,1,1,3,3
3925461159,1,1,1,3,1,1,1
3401662999,3,1,4,3,3,1,2
3403943604,3,1,1,1,3,1,1
3806950650,2,2,3,3,3,3,4
3883746006,3,3,5,5,5,3,5
3473918493,3,2,2,3,2,1,1
3485956383,2,3,2,1,4,2,2
3401270582,4,3,4,3,4,4,4
3478840406,2,3,2,2,2,2,3
3920224683,2,2,2,2,4,2,2
3318067046,3,3,4,4,3,4,4
3387517461,3,1,3,1,1,2,5
3667272818,4,3,2,2,4,2,4
3339796982,4,3,4,5,5,4,4
3774219750,3,2,3,3,2,2,2
3402664341,1,1,1,1,1,3,1
3343693017,1,1,1,3,1,1,1
3427812776,3,4,4,2,3,3,3
3311514507,2,3,1,2,2,1,1
3663707404,2,3,2,4,4,3,2
3347117521,2,2,2,2,2,1,4
3314994466,3,2,3,2,2,4,3
3334542104,1,2,2,1,3,2,2
3452198846,3,3,2,1,2,3,2
3384230549,1,3,1,1,3,1,1
3935500366,4,4,4,2,2,4,4
3664904129,4,1,1,3,4,5,3
3333087407,5,3,3,3,5,1,1
3388833022,1,2,3,2,3,2,3
3486981778,5,3,4,3,5,3,2
3313224759,1,2,1,1,1,4,2
