user_id,ros_1,ros_2,ros_3,ros_4,ros_5,ros_6,ros_7,ros_8,ros_9,ros_10
3316198240,1,2,3,2,4,2,2,3,3,3
3358378894,3,3,3,3,2,3,4,1,2,2
3382881255,2,3,3,3,3,2,2,1,2,2
3453934331,2,2,3,2,3,3,3,2,2,3
3208693225,2,2,3,2,3,2,3,1,2,2
3703403724,2,2,2,3,3,2,2,1,1,1
3470115511,3,2,2,3,2,3,3,2,2,2
3401031360,2,2,4,2,3,2,2,2,2,3
3661166007,3,2,3,2,3,3,2,2,3,3
3920921922,1,1,3,2,2,1,2,3,2,2
3335443937,2,2,3,2,3,3,3,1,2,2
3312571418,2,2,4,2,3,3,3,1,3,4
4389943231,3,3,2,3,2,3,3,2,2,2
3492366988,3,3,2,3,2,4,4,1,2,1
3382161024,1,2,3,2,2,2,2,2,3,3
3347892623,1,1,4,1,4,2,2,2,2,4
3427335142,2,2,4,2,3,1,2,3,4,4
3421843835,1,2,4,1,3,1,1,2,3,4
3802426721,2,2,2,2,3,3,3,2,2,3
3451263546,1,1,4,2,4,2,2,3,3,3
3911072456,2,2,3,3,3,3,3,3,2,2
3274685227,1,1,4,2,4,1,1,1,3,3
3913468055,2,2,4,2,3,2,2,1,2,2
3426894007,3,2,3,2,1,2,3,3,3,2
3317606566,4,4,1,4,1,4,4,2,1,1
3459300091,2,2,3,2,3,2,2,1,2,2
3396144039,2,2,4,2,3,2,2,1,3,3
3662879175,1,1,4,1,3,1,1,4,3,3
3318419640,1,2,3,2,3,2,1,2,2,3
3387752052,2,2,3,2,3,3,2,1,3,3
3716383664,3,1,3,1,1,2,2,2,3,3
3396105812,2,2,3,2,3,2,2,2,2,3
3479146532,1,1,4,1,4,1,1,2,4,4
3703103013,3,3,2,3,2,3,4,1,2,2
3349010634,1,1,4,1,4,1,1,2,4,3
3661375646,2,2,3,2,3,2,2,2,2,2
3401961300,1,1,4,1,1,1,2,1,2,3
3283564346,3,2,3,3,3,3,2,1,2,2
3483232737,3,2,3,2,3,2,2,2,3,3
3772765464,2,2,2,2,3,1,1,2,2,2
3456115892,2,2,4,2,2,3,3,1,1,2
3428976733,3,3,3,2,3,3,3,2,2,2
3394466675,2,2,3,2,3,3,2,2,3,2
3311032316,3,3,2,3,2,3,3,1,2,2
3478294460,3,3,3,3,2,4,3,2,3,3
3395963552,3,2,2,2,2,3,3,2,1,1
3333672280,3,2,2,2,1,3,3,1,2,1
3664548042,2,2,3,2,3,2,2,2,2,3
3282753348,1,1,4,1,4,1,2,2,4,4
3420200692,2,2,2,2,2,4,3,1,1,2
3397350077,1,1,4,2,3,1,1,3,3,3
3483195353,3,2,2,3,2,4,4,1,2,2
3336930797,3,2,3,3,2,3,2,2,3,3
3317545421,2,2,4,2,3,2,2,1,4,3
3467559184,4,2,3,2,3,2,3,2,3,2
3342177251,2,2,3,2,4,2,2,2,2,3
3334971564,2,2,3,3,3,3,2,1,2,2
3311919255,2,2,3,2,3,2,2,2,3,3
3489927284,2,1,4,2,4,2,3,2,3,3
3458983574,1,1,4,1,4,2,2,3,4,4
3337487200,1,1,4,1,4,1,1,3,4,4
3892305104,2,2,2,2,3,3,4,2,2,2
3341420106,2,2,2,2,3,3,3,2,2,2
3497763400,2,2,3,2,2,3,2,2,2,3
33783670400,2,1,3,2,3,2,2,1,3,3
3925461159,3,2,2,2,2,4,3,1,2,2
3401662999,2,2,3,2,4,2,2,2,2,2
3403943604,2,1,3,2,4,3,2,2,3,3
3806950650,1,2,4,2,4,2,2,4,3,3
3883746006,4,2,4,2,3,2,2,1,2,3
3473918493,2,2,3,2,3,3,2,2,3,2
3485956383,2,2,3,2,3,2,2,2,2,3
3401270582,1,1,4,1,4,1,1,4,4,4
3478840406,2,2,3,2,3,3,3,2,2,2
3920224683,2,2,3,2,3,2,1,1,2,2
3318067046,2,2,3,2,4,2,2,2,3,3
3387517461,3,1,4,1,4,1,1,2,4,4
3667272818,3,2,3,2,3,3,3,3,2,2
3339796982,3,2,2,3,3,3,3,1,2,2
3774219750,2,2,4,2,4,2,2,2,3,3
3402664341,2,2,3,2,2,3,3,2,3,3
3343693017,2,2,3,2,3,3,2,1,3,3
3427812776,2,2,3,2,3,3,2,2,2,2
3311514507,2,2,2,2,2,3,2,1,1,1
3663707404,2,2,3,2,3,2,2,2,2,3
3347117521,2,2,3,2,3,2,2,2,2,3
3314994466,1,1,3,1,3,2,2,2,3,3
3334542104,2,2,3,2,3,3,3,2,3,3
3452198846,1,2,4,2,4,2,1,3,2,3
3384230549,2,2,3,2,3,2,2,2,2,2
3935500366,2,1,4,2,4,2,2,3,3,4
3664904129,1,1,3,2,4,2,2,3,3,3
3333087407,2,2,4,2,3,2,1,2,3,3
3388833022,2,2,3,3,2,3,2,2,2,2
3486981778,2,2,3,2,3,2,2,2,2,2
3313224759,3,2,2,2,3,3,3,1,1,2
